Field ID,Label,Kind,Declared type,Declared format,Data types actually seen,JSON path,Contract path,Repeats?,Read-only?,Filled on long-term (count),Filled on long-term (%),Filled on short-term (count),Filled on short-term (%),Distinct values,Min,25th percentile,Median,75th percentile,Max,First filled at milestone,In legacy catalog?,Sample values withheld because
1852,Trans Details CC Paid By Broker/Lender/Other,standard,Decimal,DECIMAL_2,int x18 | float x14,$.closingCostsPaidByOthersAmount,loan.closingCostsPaidByOthersAmount,no,yes,32,6.5,0,0,31,55.13,375.9375,945.75,2775.9375,10926.72,Investor Delivery,no,identifying-or-high-cardinality
1853,Trans Details Qualify Using P&I,standard,Boolean,YN,bool x34,$.regulationZ.usePitiForRatioIndicator,loan.regulationZ.usePitiForRatioIndicator,no,no,33,6.7,0,0,1,,,,,,Loan Setup,no,
1855,File Contacts Closer Name,standard,String,STRING,str x231,$.contacts[?(@.contactType == 'LOAN_CLOSER')].name,loan.contacts[(contactType == 'LOAN_CLOSER')].name,no,no,227,46.3,0,0,4,,,,,,Cond. Approval,no,identifying-or-high-cardinality
1856,File Contacts Closer Phone,standard,String,PHONE,str x228,$.contacts[?(@.contactType == 'LOAN_CLOSER')].phone,loan.contacts[(contactType == 'LOAN_CLOSER')].phone,no,no,224,45.7,0,0,2,,,,,,Cond. Approval,no,identifying-or-high-cardinality
1857,File Contacts Closer Email,standard,String,STRING,str x231,$.contacts[?(@.contactType == 'LOAN_CLOSER')].email,loan.contacts[(contactType == 'LOAN_CLOSER')].email,no,no,227,46.3,0,0,4,,,,,,Cond. Approval,no,identifying-or-high-cardinality
1859,Borrower Vesting Borr 1 Corp/Trust Name,standard,String,STRING,str x430,$.closingDocument.borrowerUnparsedName1,loan.closingDocument.borrowerUnparsedName1,no,no,280,57.1,148,59,340,,,,,,Started,yes,identifying-or-high-cardinality
1860,Borrower Vesting Borr 1 Org State,standard,String,STRING,str x413,$.closingDocument.borrowerOrganizedUnderTheLawsOfJurisdictionName1,loan.closingDocument.borrowerOrganizedUnderTheLawsOfJurisdictionName1,no,no,270,55.1,141,56.2,23,,,,,,Started,yes,
1861,Borrower Vesting Borr 1 Org Type,standard,String,STRING,str x645,$.closingDocument.borrowerOrganizationType1,loan.closingDocument.borrowerOrganizationType1,no,no,486,99.2,154,61.4,17,,,,,,Started,yes,
1862,Borrower Vesting Borr 1 Org Tax ID,standard,String,STRING,str x273,$.closingDocument.borrowerTaxIdentificationNumberIdentifier1,loan.closingDocument.borrowerTaxIdentificationNumberIdentifier1,no,no,190,38.8,82,32.7,215,,,,,,Submittal,yes,identifying-or-high-cardinality
1867,Borrower Vesting Borr Final Vesting to Read,standard,String,STRING,str x258,$.closingDocument.finalVestingDescription,loan.closingDocument.finalVestingDescription,no,no,186,38,69,27.5,204,,,,,,Docs Out,no,identifying-or-high-cardinality
1868,Borr Name,standard,String,STRING,str x708,$.applications[0].borrower.fullNameWithSuffix,loan.currentApplication.borrower.fullNameWithSuffix,no,no,465,94.9,215,85.7,355,,,,,,Started,no,identifying-or-high-cardinality
1869,Borrower Vesting Borr AKA,standard,String,STRING,str x46,$.applications[0].borrower.aliasName,loan.currentApplication.borrower.aliasName,no,no,43,8.8,2,0.8,34,,,,,,Investor Delivery,no,identifying-or-high-cardinality
1871,Borrower Vesting - Borrower Vesting Type,standard,String,STRING,str x706,$.applications[0].borrower.borrowerType,loan.currentApplication.borrower.borrowerType,no,no,474,96.7,204,81.3,2,,,,,,Started,no,
1872,Borrower Vesting Borr Vesting,standard,String,STRING,str x258,$.applications[0].borrower.powerOfAttorneyTitleDescription,loan.currentApplication.borrower.powerOfAttorneyTitleDescription,no,yes,180,36.7,76,30.3,3,,,,,,Docs Out,yes,
1873,Co-Borr Name,standard,String,STRING,str x61,$.applications[0].coborrower.fullNameWithSuffix,loan.currentApplication.coborrower.fullNameWithSuffix,no,no,23,4.7,37,14.7,45,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
1874,Borrower Vesting Co-Borr AKA,standard,String,STRING,str x3,$.applications[0].coborrower.aliasName,loan.currentApplication.coborrower.aliasName,no,no,3,0.6,0,0,3,,,,,,,no,identifying-or-high-cardinality
1876,Borrower Vesting - Co-Borr Vesting Type,standard,String,STRING,str x62,$.applications[0].coborrower.borrowerType,loan.currentApplication.coborrower.borrowerType,no,no,26,5.3,35,13.9,2,,,,,,Purchasing Conditions,no,
1877,Borrower Vesting Co-Borr Vesting,standard,String,STRING,str x27,$.applications[0].coborrower.powerOfAttorneyTitleDescription,loan.currentApplication.coborrower.powerOfAttorneyTitleDescription,no,yes,11,2.2,16,6.4,1,,,,,,Purchasing Conditions,no,
1881,REGZ Loan Info Plan Code,standard,String,STRING,str x185,$.closingDocument.planCode,loan.closingDocument.planCode,no,yes,183,37.3,0,0,15,,,,,,Docs Out,no,
1885,REGZ Loan Info Last Audit Date,standard,DateTime,DATE,date x243,$.closingDocument.lastAuditDate,loan.closingDocument.lastAuditDate,no,yes,239,48.8,1,0.4,118,,,,,,Started,no,identifying-or-high-cardinality
1886,REGZ Loan Info Last Document Ordered,standard,String,STRING,str x242,$.closingDocument.lastDocumentOrdered,loan.closingDocument.lastDocumentOrdered,no,yes,238,48.6,1,0.4,242,,,,,,Started,no,identifying-or-high-cardinality
1887,REGZ Loan Info Document Signing Date,standard,DateTime,DATE,date x33,$.closingDocument.documentSigningDate,loan.closingDocument.documentSigningDate,no,no,28,5.7,3,1.2,27,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
1889,HELOC Draw Period Mos,standard,Int,INTEGER,int x1,$.loanProductData.drawPeriodMonthsCount,loan.loanProductData.drawPeriodMonthsCount,no,no,0,0,0,0,1,,,,,,,no,
1890,HELOC Repay Period Mos,standard,Int,INTEGER,int x1,$.loanProductData.repayPeriodMonthsCount,loan.loanProductData.repayPeriodMonthsCount,no,no,0,0,0,0,1,,,,,,,no,
1891,HELOC Annual Fee,standard,Decimal,DECIMAL_2,int x1,$.loanProductData.annualFeeNeededAmount,loan.loanProductData.annualFeeNeededAmount,no,no,0,0,0,0,1,,,,,,,no,
1893,HELOC Max Allowable APR,standard,Decimal,DECIMAL_3,int x1,$.loanProductData.minimumAllowableApr,loan.loanProductData.minimumAllowableApr,no,no,0,0,0,0,1,,,,,,,no,
1894,Property Info Parcel #,standard,String,STRING,str x126 | date x6,$.property.assessorsParcelIdentifier,loan.property.assessorsParcelIdentifier,no,no,85,17.3,47,18.7,130,,,,,,Started,no,identifying-or-high-cardinality
1895,Prequal Minimum Payment,standard,Decimal,DECIMAL_2,float x621 | int x20,$.regulationZ.minimumPayment,loan.regulationZ.minimumPayment,no,yes,426,86.9,199,79.3,117,59.96,65.69,67.795,72.51,883.35,Started,no,identifying-or-high-cardinality
1896,Prequal Maximum Payment,standard,Decimal,DECIMAL_2,float x621 | int x19,$.regulationZ.maximumPayment,loan.regulationZ.maximumPayment,no,yes,426,86.9,199,79.3,117,56.25,65.69,67.37,77.08,87.5,Started,no,identifying-or-high-cardinality
1946,REGZ Prepymt Penalty Type of Prepay 1,standard,String,STRING,str x2,$.loanProductData.fullPrepaymentPenaltyOptionType,loan.loanProductData.fullPrepaymentPenaltyOptionType,no,no,2,0.4,0,0,2,,,,,,,no,
1947,REGZ Prepymt Penalty Prepymt Period 1,standard,Int,INTEGER,int x197,$.loanProductData.prepaymentPenaltyTermMonthsCount,loan.loanProductData.prepaymentPenaltyTermMonthsCount,no,no,178,36.3,0,0,5,6,12,12,60,60,Cond. Approval,no,
1948,REGZ Prepymt Penalty Prepymt as a % 1,standard,Decimal,DECIMAL_3,int x157,$.loanProductData.prepaymentPenaltyPercent,loan.loanProductData.prepaymentPenaltyPercent,no,no,156,31.8,0,0,4,2,3,3,5,5,Docs Out,no,
1949,Closing County,standard,String,STRING,str x10,$.closingDocument.drawCounty,loan.closingDocument.drawCounty,no,no,8,1.6,0,0,4,,,,,,Purchasing Conditions,no,
1950,Closing Hrs Docs needed prior to disbrsmnt,standard,String,STRING,str x2,$.closingDocument.hoursDocumentsNeededPriorToDisbursementCount,loan.closingDocument.hoursDocumentsNeededPriorToDisbursementCount,no,no,1,0.2,0,0,1,,,,,,,no,
1952,Closing Docs Instructions Condition Descrip,standard,String,STRING,str x17,$.closingDocument.conditionDescription,loan.closingDocument.conditionDescription,no,no,17,3.5,0,0,14,,,,,,Purchasing Conditions,no,
1957,Prequal Max Pymt Yr,standard,String,STRING,str x641,$.regulationZ.yearOfMaximumPayment,loan.regulationZ.yearOfMaximumPayment,no,yes,426,86.9,199,79.3,1,,,,,,Started,no,
1958,Prequal Sample Pymt Amt,standard,Decimal,DECIMAL_2,float x621 | int x20,$.regulationZ.samplePayments,loan.regulationZ.samplePayments,no,yes,426,86.9,199,79.3,117,359.76,394.14,406.77,435.06,5300.1,Started,no,identifying-or-high-cardinality
1961,REGZ Construction Mortgage Final Pymt Date,standard,DateTime,DATE,date x2,$.regulationZ.finalPaymentDate,loan.regulationZ.finalPaymentDate,no,no,0,0,2,0.8,1,,,,,,,no,
1962,REGZ Construction Mortgage Number of Days,standard,String,STRING,str x194,$.closingDocument.perDiemCalculationMethodType,loan.closingDocument.perDiemCalculationMethodType,no,no,1,0.2,192,76.5,2,,,,,,,no,
1963,REGZ Construction Mortgage 1st Amortization Date,standard,DateTime,DATE,date x1,$.regulationZ.firstAmortizationPaymentDate,loan.regulationZ.firstAmortizationPaymentDate,no,no,0,0,1,0.4,1,,,,,,,no,
1964,Initial Acquisition of Land,standard,Boolean,YN,bool x193,$.regulationZ.acquisition,loan.regulationZ.acquisition,no,no,1,0.2,192,76.5,1,,,,,,,no,
1967,HELOC Discounted,standard,String,STRING,str x1,$.loanProductData.discounted,loan.loanProductData.discounted,no,no,0,0,0,0,1,,,,,,,no,
1969,Trans Details Copy to Lender Check Box,standard,Boolean,YN,bool x725,$.copyBrokerToLenderIndicator,loan.copyBrokerToLenderIndicator,no,no,268,54.7,228,90.8,1,,,,,,Loan Setup,no,
1972,REGZ Prepymt Penalty Prepymt Period 2,standard,Int,INTEGER,int x113,$.loanProductData.prepaymentPenalties[?(@.prepaymentPenaltyIndex == 1)].termMonthsCount,loan.loanProductData.prepaymentPenalties[(prepaymentPenaltyIndex == 1)].termMonthsCount,no,no,112,22.9,0,0,1,12,12,12,12,12,Docs Out,no,
1973,REGZ Prepymt Penalty Prepymt as a % 2,standard,Decimal,DECIMAL_3,int x106,$.loanProductData.prepaymentPenalties[?(@.prepaymentPenaltyIndex == 1)].prepaymentPenaltyPercent,loan.loanProductData.prepaymentPenalties[(prepaymentPenaltyIndex == 1)].prepaymentPenaltyPercent,no,no,105,21.4,0,0,5,1,2,3,4,5,Docs Out,no,
1974,REGZ Prepymt Penalty Type of Prepay 3,standard,String,STRING,str x1,$.loanProductData.prepaymentPenalties[?(@.prepaymentPenaltyIndex == 2)].fullPrepaymentPenaltyOptionType,loan.loanProductData.prepaymentPenalties[(prepaymentPenaltyIndex == 2)].fullPrepaymentPenaltyOptionType,no,no,1,0.2,0,0,1,,,,,,,no,
1975,REGZ Prepymt Penalty Prepymt Period 3,standard,Int,INTEGER,int x110,$.loanProductData.prepaymentPenalties[?(@.prepaymentPenaltyIndex == 2)].termMonthsCount,loan.loanProductData.prepaymentPenalties[(prepaymentPenaltyIndex == 2)].termMonthsCount,no,no,109,22.2,0,0,1,12,12,12,12,12,Docs Out,no,
1976,REGZ Prepymt Penalty Prepymt as a % 3,standard,Decimal,DECIMAL_3,int x103,$.loanProductData.prepaymentPenalties[?(@.prepaymentPenaltyIndex == 2)].prepaymentPenaltyPercent,loan.loanProductData.prepaymentPenalties[(prepaymentPenaltyIndex == 2)].prepaymentPenaltyPercent,no,no,102,20.8,0,0,4,1,1,3,3,5,Docs Out,no,
1978,REGZ Prepymt Penalty Prepymt Period 4,standard,Int,INTEGER,int x57,$.loanProductData.prepaymentPenalties[?(@.prepaymentPenaltyIndex == 3)].termMonthsCount,loan.loanProductData.prepaymentPenalties[(prepaymentPenaltyIndex == 3)].termMonthsCount,no,no,56,11.4,0,0,1,12,12,12,12,12,Purchasing Conditions,no,
1979,REGZ Prepymt Penalty Prepymt as a % 4,standard,Decimal,DECIMAL_3,int x51,$.loanProductData.prepaymentPenalties[?(@.prepaymentPenaltyIndex == 3)].prepaymentPenaltyPercent,loan.loanProductData.prepaymentPenalties[(prepaymentPenaltyIndex == 3)].prepaymentPenaltyPercent,no,no,50,10.2,0,0,4,1,2,2,2,5,Purchasing Conditions,no,
1981,REGZ Prepymt Penalty Prepymt Period 5,standard,Int,INTEGER,int x56,$.loanProductData.prepaymentPenalties[?(@.prepaymentPenaltyIndex == 4)].termMonthsCount,loan.loanProductData.prepaymentPenalties[(prepaymentPenaltyIndex == 4)].termMonthsCount,no,no,55,11.2,0,0,1,12,12,12,12,12,Purchasing Conditions,no,
1982,REGZ Prepymt Penalty Prepymt as a % 5,standard,Decimal,DECIMAL_3,int x50,$.loanProductData.prepaymentPenalties[?(@.prepaymentPenaltyIndex == 4)].prepaymentPenaltyPercent,loan.loanProductData.prepaymentPenalties[(prepaymentPenaltyIndex == 4)].prepaymentPenaltyPercent,no,no,49,10,0,0,3,1,1,1,1,5,Purchasing Conditions,no,
1986,HELOC Termination Fee,standard,Decimal,DECIMAL_2,int x1,$.loanProductData.terminationFeeAmount,loan.loanProductData.terminationFeeAmount,no,no,0,0,0,0,1,,,,,,,no,
1987,HELOC Termination Fee Mos,standard,Int,INTEGER,int x1,$.loanProductData.terminationPeriodMonthsCount,loan.loanProductData.terminationPeriodMonthsCount,no,no,0,0,0,0,1,,,,,,,no,
1989,Trans Details Total Deductions,standard,Decimal,DECIMAL_2,float x236 | int x9,$.totalDeductionsAmount,loan.totalDeductionsAmount,no,yes,182,37.1,62,24.7,245,-3726.88,3133.205,5872.43,13398.3,142109.91,Docs Out,no,identifying-or-high-cardinality
1990,Trans Details Total Wire Transfer,standard,Decimal,DECIMAL_2,int x460 | float x236,$.totalWireTransferAmount,loan.totalWireTransferAmount,no,yes,451,92,223,88.8,585,75000,225000,360000,480000,600000,Started,no,identifying-or-high-cardinality
1991,Funding Funder Name,standard,String,STRING,str x227,$.funding.funderName,loan.funding.funderName,no,no,224,45.7,0,0,3,,,,,,Cond. Approval,no,identifying-or-high-cardinality
1992,Funding Sent to Funder Date,standard,DateTime,DATE,date x1,$.funding.sentToFunderDate,loan.funding.sentToFunderDate,no,no,1,0.2,0,0,1,,,,,,,no,
1993,Funding Type,standard,String,STRING,str x1,$.funding.fundingType,loan.funding.fundingType,no,no,1,0.2,0,0,1,,,,,,,no,
1994,Funding Close Date,standard,DateTime,DATE,date x1,$.funding.fundingCloseDate,loan.funding.fundingCloseDate,no,no,1,0.2,0,0,1,,,,,,,no,
1996,Funding Funds Ordered Date,standard,DateTime,DATE,date x1,$.funding.fundingOrderDate,loan.funding.fundingOrderDate,no,no,1,0.2,0,0,1,,,,,,,no,
1997,Funding Funds Sent Date,standard,DateTime,DATE,date x1,$.funding.fundsSentDate,loan.funding.fundsSentDate,no,no,1,0.2,0,0,1,,,,,,,no,
2001,Funding Wired To,standard,String,STRING,str x14,$.funding.fundsWireTo,loan.funding.fundsWireTo,no,no,14,2.9,0,0,1,,,,,,Purchasing Conditions,no,
2002,Funding Wired To 1 - For Further Credit To,standard,String,STRING,str x6,$.funding.wiredToForFurtherCreditTo1,loan.funding.wiredToForFurtherCreditTo1,no,no,6,1.2,0,0,6,,,,,,Purchasing Conditions,no,
2004,Funding Wired To 1 - For Credit To,standard,String,STRING,str x11,$.funding.wiredToForCreditTo1,loan.funding.wiredToForCreditTo1,no,no,11,2.2,0,0,8,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
2006,File Contacts Broker Lender Contact Name,standard,String,STRING,str x173,$.contacts[?(@.contactType == 'BROKER_LENDER')].contactName,loan.contacts[(contactType == 'BROKER_LENDER')].contactName,no,no,124,25.3,37,14.7,7,,,,,,Started,no,identifying-or-high-cardinality
2014,Shipping Actual Shipping Date,standard,DateTime,DATE,date x111,$.shipping.actualShipDate,loan.shipping.actualShipDate,no,no,110,22.4,1,0.4,68,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
2016,Shipping Shipment Method,standard,String,STRING,str x2,$.shipping.shipmentMethod,loan.shipping.shipmentMethod,no,no,2,0.4,0,0,1,,,,,,,no,
2017,Shipping Carrier Name,standard,String,STRING,str x15,$.shipping.carrierName,loan.shipping.carrierName,no,no,15,3.1,0,0,4,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
2018,Shipping Pkg Tracking Number,standard,String,STRING,str x160,$.shipping.packageTrackingNumber,loan.shipping.packageTrackingNumber,no,no,158,32.2,1,0.4,147,,,,,,Investor Delivery,no,identifying-or-high-cardinality
2023,Shipping MERS Registration Date,standard,DateTime,DATE,date x167,$.mersNumberRegistrationDate,loan.mersNumberRegistrationDate,no,no,166,33.9,0,0,97,,,,,,Investor Delivery,no,identifying-or-high-cardinality
2024,Loan Info Loan Source,standard,String,STRING,str x772,$.loanSource,loan.loanSource,no,no,490,100,251,100,6,,,,,,Started,no,
2025,Loan Info Loan Created Date,standard,DateTime,DATETIME,date x772,$.loanCreationDate,loan.loanCreationDate,no,yes,490,100,251,100,772,,,,,,Started,no,identifying-or-high-cardinality
2026,Loan Info Prepared By Name,standard,String,STRING,str x772,$.regulationZ.namePreparedBy,loan.regulationZ.namePreparedBy,no,no,490,100,251,100,25,,,,,,Started,no,identifying-or-high-cardinality
2027,Loan Info Prepared By Phone,standard,String,PHONE,str x643,$.regulationZ.phonePreparedBy,loan.regulationZ.phonePreparedBy,no,no,404,82.4,211,84.1,17,,,,,,Started,no,identifying-or-high-cardinality
2031,Rate Lock Sell Side Investor Status,standard,String,STRING,str x188,$.rateLock.sellSideInvestorStatus,loan.rateLock.sellSideInvestorStatus,no,yes,176,35.9,11,4.4,2,,,,,,Investor Delivery,no,
2033,Rate Lock Sell Side Investor Status Modification Date,standard,DateTime,DATE,date x188,$.rateLock.sellSideInvestorStatusDate,loan.rateLock.sellSideInvestorStatusDate,no,yes,176,35.9,11,4.4,109,,,,,,Investor Delivery,no,identifying-or-high-cardinality
2089,Rate Lock Request Lock Date,standard,DateTime,DATE,date x9,$.rateLock.requestLockDate,loan.rateLock.requestLockDate,no,no,9,1.8,0,0,7,,,,,,Purchasing Conditions,no,
2090,Rate Lock Request Number of Days,standard,Int,INTEGER,int x8,$.rateLock.requestNumberOfDays,loan.rateLock.requestNumberOfDays,no,no,8,1.6,0,0,4,30,30,30,32.5,45,Purchasing Conditions,no,
2091,Rate Lock Request Lock Expires Date,standard,DateTime,DATE,date x9,$.rateLock.requestLockExpires,loan.rateLock.requestLockExpires,no,no,9,1.8,0,0,8,,,,,,Purchasing Conditions,no,
2092,Rate Lock Request Base Rate,standard,Decimal,DECIMAL_3,float x7 | int x2,$.rateLock.requestRate,loan.rateLock.requestRate,no,no,9,1.8,0,0,7,6.375,6.49,6.875,7.0625,7.5,Purchasing Conditions,no,
2100,Rate Lock Request Base Rate Requested,standard,Decimal,DECIMAL_3,float x7 | int x2,$.rateLock.requestRateRequested,loan.rateLock.requestRateRequested,no,no,9,1.8,0,0,7,6.375,6.49,6.875,7.0625,7.5,Purchasing Conditions,no,
2101,Rate Lock Request Base Price Rate,standard,Decimal,DECIMAL_10,int x119 | float x54,$.rateLock.requestPriceRate,loan.rateLock.requestPriceRate,no,no,167,34.1,0,0,44,1.5,98.9062,100,100,103,Docs Out,yes,identifying-or-high-cardinality
2143,Rate Lock Request Base Price Rate Requested,standard,Decimal,DECIMAL_10,int x113 | float x54,$.rateLock.requestPriceRateRequested,loan.rateLock.requestPriceRateRequested,no,no,167,34.1,0,0,44,1.5,98.9062,100,100,103,Docs Out,no,identifying-or-high-cardinality
2207,Purchase Advice Net Sell Price,standard,Decimal,DECIMAL_6,float x50 | int x13,$.rateLock.netSellPrice,loan.rateLock.netSellPrice,no,no,56,11.4,7,2.8,46,100,100.0563,101.0625,102.5235,104.5,Investor Delivery,no,identifying-or-high-cardinality
2208,Purchase Advice Sell Amount,standard,Decimal,DECIMAL_2,float x39 | int x14,$.rateLock.netSellAmount,loan.rateLock.netSellAmount,no,no,53,10.8,0,0,52,367.9,1133.385,5450.875,9862.5,15468.75,Investor Delivery,no,identifying-or-high-cardinality
2211,Purchase Advice Principal,standard,Decimal,DECIMAL_2,int x47 | float x16,$.rateLock.principle,loan.rateLock.principle,no,no,56,11.4,7,2.8,60,80703.54,189250,263610,408125,640000,Investor Delivery,no,identifying-or-high-cardinality
2212,Purchase Advice Premium,standard,Decimal,DECIMAL_2,float x38 | int x14,$.rateLock.premium,loan.rateLock.premium,no,yes,52,10.6,0,0,51,367.9,1133.385,5450.875,9862.5,15468.75,Investor Delivery,no,identifying-or-high-cardinality
2214,Purchase Advice Amount Received,standard,Decimal,DECIMAL_2,float x59 | int x4,$.rateLock.amountReceived,loan.rateLock.amountReceived,no,no,56,11.4,7,2.8,63,78343.18,179382.575,245746.73,388669.365,647458.51,Investor Delivery,no,identifying-or-high-cardinality
2293,Trans Details Impounds Waived,standard,String,STRING,str x498,$.rateLock.impoundWavied,loan.rateLock.impoundWavied,no,no,474,96.7,19,7.6,2,,,,,,Started,no,
2301,Underwriting Approval Date,standard,DateTime,DATE,date x241,$.underwriterSummary.approvedDate,loan.underwriterSummary.approvedDate,no,no,196,40,42,16.7,112,,,,,,Cond. Approval,no,identifying-or-high-cardinality
2302,Underwriting Approval Expired Date,standard,DateTime,DATE,date x181,$.underwriterSummary.approvalExpiredDate,loan.underwriterSummary.approvalExpiredDate,no,no,180,36.7,0,0,113,,,,,,Docs Out,yes,identifying-or-high-cardinality
